text,label
"The Tenant may expect reasonable elevator access unless official rules restrict it." — SAFE
"The Landlord may prohibit the Tenant from using electronic devices during arbitrary hours." — RISKY
"The Tenant may use electronics within normal residential use." — SAFE
"The Landlord may demand a log of daily activities inside the Premises." — RISKY
"The Tenant may maintain privacy regarding personal daily routines." — SAFE
"The Landlord may deny overnight guests regardless of relationship." — RISKY
"The Tenant may host immediate family overnight within society rules." — SAFE
"The Landlord may impose fines for decorative lighting during festivals citing fire risk." — RISKY
"The Tenant may use safe decorative lighting as allowed by society guidelines." — SAFE
"The Landlord may classify any disagreement as contractual insubordination with fines." — RISKY
"The Tenant may raise concerns or disagreements without penalty." — SAFE
"The Landlord may collect biometric data for security without disclosure or consent." — RISKY
"The Tenant may refuse unnecessary biometric collection and request alternatives." — SAFE
"The Landlord may require attendance in telephonic compliance briefings weekly." — RISKY
"The Tenant may decline non-essential compliance calls." — SAFE
"Notwithstanding any mutual covenant contained herein, the Landlord shall retain an irrevocable and unilateral prerogative to revise any financial obligation of the Tenant at any time, with such revision deemed automatically accepted by the Tenant upon continuation of occupancy.","RISKY"
"The Tenant may rely on documented rent and maintenance details mentioned in this Agreement unless mutually amended in writing.","SAFE"
"Hereinafter and without prejudice to any clause stated subsequently, the Landlord may repossess the Premises temporarily for personal purposes by giving not less than 12 hours’ notice, and such repossession shall not constitute a breach.","RISKY"
"The Tenant may request a reasonable timeline for temporary possession interruptions if mutually agreed in writing.","SAFE"
"At the sole discretion of the Landlord and for the sake of preserving building decorum, the Tenant shall be liable to pay a 'behavioral alignment charge' as and when determined, irrespective of whether any misconduct is proven.","RISKY"
"The Tenant may expect that any allegation requiring monetary penalty be supported by reasonable evidence or written explanation.","SAFE"
"Without derogating from any other right available to the Landlord, the Tenant shall ensure that all visitors maintain a demeanor approved implicitly by the Landlord, failure of which shall attract fines fixed exclusively by the Landlord.","RISKY"
"The Tenant may host guests in compliance with standard residential norms and in accordance with building policies.","SAFE"
"Nothing contained herein shall compel the Landlord to provide notice prior to entry in circumstances of perceived risk, such perception being conclusively determined by the Landlord based solely on intuition or visual observation.","RISKY"
"The Tenant may request that any entry into the Premises be based on reasonable grounds and communicated clearly.","SAFE"
"The Tenant hereby agrees to refrain from raising objections against the Landlord’s decisions pertaining to aesthetic uniformity, and shall immediately implement any interior layout changes instructed by the Landlord via message or phone call.","RISKY"
"The Tenant may arrange the interior layout so long as it does not damage the Premises and remains within general residential norms.","SAFE"
"The Landlord may impose an 'attenuated comfort surcharge' on the Tenant for using electrically powered cooling systems for more than two hours a day, irrespective of meter readings.","RISKY"
"The Tenant may request meter-based billing as the objective basis for electricity consumption.","SAFE"
"The Tenant consents that any noise generated from the Premises, irrespective of decibel levels, shall be construed as a violation if considered disturbing by the Landlord’s personal standards.","RISKY"
"The Tenant shall maintain reasonable quiet hours consistent with society expectations.","SAFE"
"Without limitation and notwithstanding any contrary clause, the Landlord may require the Tenant to undergo periodic compliance reviews conducted verbally and recorded at the Landlord’s discretion.","RISKY"
"The Tenant may expect clear written communication for any formal compliance procedures.","SAFE"
"The Landlord may penalize the Tenant for 'ambient odor variance' if any smell—food, fragrance, or otherwise—is perceptible outside the Premises, irrespective of source or severity.","RISKY"
"The Tenant may use the kitchen and fragrances reasonably without causing major disturbance to neighbors.","SAFE"
"For administrative convenience, the Landlord may reclassify any Tenant concern as 'non-urgent' and defer addressing it for an indefinite period without obligation to justify the delay.","RISKY"
"The Tenant may escalate safety-related complaints if responses are excessively delayed.","SAFE"
"The Tenant agrees to participate in monthly harmony meetings arranged by the Landlord, attendance of which is mandatory and shall attract a penalty for absence.","RISKY"
"The Tenant may choose not to attend non-essential personal or social meetings organized by the Landlord.","SAFE"
"At the sole and exclusive option of the Landlord, the Tenant shall pay a 'proximity charge' for staying in a preferred floor or unit orientation, irrespective of whether such preference was requested.","RISKY"
"The Tenant may rely on mutually agreed rent terms without unannounced surcharges.","SAFE"
"The Landlord may insist on personally approving the Tenant’s daily schedule for cleaning staff, repair personnel, and service providers, failing which visits shall be prohibited.","RISKY"
"The Tenant may engage service providers freely as long as society security procedures are followed.","SAFE"
"The Tenant acknowledges that the Landlord may modify, revoke, or expand any clause through oral communication, which shall carry binding effect equivalent to a written amendment.","RISKY"
"The Tenant may insist that contractual changes be documented in writing to ensure clarity.","SAFE"
"The Landlord may designate certain furniture orientations as mandatory to preserve structural 'airflow balance' and impose penalties for deviation.","RISKY"
"The Tenant may set up furnishings in any manner that does not damage the Premises.","SAFE"
"The Tenant shall accept that any complaint raised by neighbors, even if ambiguous or unverified, shall be treated as a confirmed violation subject to financial penalties.","RISKY"
"The Tenant may request written verification of complaints before penalties are considered.","SAFE"
"The Landlord may demand that the Tenant refrain from using electronic devices during specified hours to prevent 'signal interference' with the Landlord’s personal equipment.","RISKY"
"The Tenant may operate electronic devices as per normal residential use.","SAFE"
"The Landlord may require that all correspondence with the Tenant be acknowledged within 10 minutes of receipt, failing which a ₹300 non-responsiveness charge shall apply.","RISKY"
"The Tenant may respond to communication within reasonable, non-coercive timeframes.","SAFE"
"The Landlord may arbitrarily assign maintenance failures to the Tenant if such failures occur within 2 meters of the Tenant’s door.","RISKY"
"The Tenant may request a society-approved evaluation before accepting liability for maintenance failures.","SAFE"
"The Tenant agrees that the Landlord’s emotional discomfort, displeasure, or dissatisfaction arising from Tenant communication shall constitute grounds for imposing a compensatory fee not less than ₹2,000.","RISKY"
"The Tenant may expect that communications be interpreted reasonably and without emotional penalties.","SAFE"
"The Landlord may install discreet sensors outside the Premises that detect movement or sound without informing the Tenant.","RISKY"
"The Tenant may request transparency in the use and purpose of monitoring equipment.","SAFE"
"Without limiting generality of the foregoing, the Landlord may restrict elevator access for the Tenant at predetermined intervals to manage 'traffic flow optimization'.","RISKY"
"The Tenant may expect reasonable elevator access unless blocked by society rules.","SAFE"
"The Landlord may classify any discoloration, fading, or texture variation on walls as 'Tenant-caused depreciation' and apply repainting charges.","RISKY"
"The Tenant may expect normal wear and tear to be excluded from deposit deductions.","SAFE"
"The Landlord may unilaterally suspend water supply to the Premises for up to 6 hours per day for reasons related to Tenant 'resource overuse', as determined by the Landlord.","RISKY"
"The Tenant may request transparent water usage records if accused of overconsumption.","SAFE"
"The Landlord may require the Tenant to fund any portion of the building’s exterior repainting if the Landlord determines, without need for explanation, that the Tenant has benefited aesthetically from the improvement.","RISKY"
"The Tenant may request documented justification for any charges not explicitly agreed upon in the written Agreement.","SAFE"
"Notwithstanding anything herein and de hors any contradictory provisions, the Landlord shall possess unfettered liberty to deny access to any delivery personnel if the Landlord believes such access may disrupt 'residential harmony'.","RISKY"
"The Tenant may receive essential deliveries during reasonable hours without arbitrary restrictions.","SAFE"
"The Landlord may demand that the Tenant maintain a log of daily activities within the Premises and present such log upon request, purportedly for security validation.","RISKY"
"The Tenant may maintain privacy regarding daily schedules unless legally required otherwise.","SAFE"
"Without prejudice to any other rights of the Landlord, the Tenant shall pay a ₹500 'premises mindfulness fee' monthly for ensuring an agreeable environment for neighbors.","RISKY"
"The Tenant may rely on objective standards, not subjective feelings, for any penalty or charge.","SAFE"
"The Landlord may impose a ₹200 per day fine on the Tenant for retaining utility bills longer than 24 hours before sharing photos of them for verification.","RISKY"
"The Tenant may safely maintain utility bills for personal records without arbitrary verification demands.","SAFE"
"The Tenant acknowledges that any mild odor, dampness, or temperature variation may be interpreted by the Landlord as misuse of the Premises, and penalties may be assigned accordingly.","RISKY"
"The Tenant may manage interior climate and humidity within reasonable comfort and safety standards.","SAFE"
"The Landlord may enforce an 'early-morning check-in requirement' whereby the Tenant must confirm occupancy status daily between 6–7 AM.","RISKY"
"The Tenant may maintain personal routines without mandatory check-ins unrelated to safety or legality.","SAFE"
"Notwithstanding the general obligations of the Landlord, the Tenant shall accept responsibility for all plumbing faults occurring during tenancy, whether or not caused by the Tenant.","RISKY"
"The Tenant may request Landlord assistance for structural deficiencies not attributable to tenant misuse.","SAFE"
"Without limitation, the Landlord may deny the Tenant’s guests entry if the guests' attire is deemed unsuitable, as per Landlord's personal standards.","RISKY"
"The Tenant may host guests of appropriate conduct without unreasonable or discriminatory restrictions.","SAFE"
"The Landlord may modify parking space assignment at any time and impose shifting fees for re-allocation irrespective of Tenant preference.","RISKY"
"The Tenant may expect consistent parking allocation unless urgently required to change under society rules.","SAFE"
"The Landlord may levy ₹5,000 annually as a 'relationship maintenance charge' for the privilege of direct communication with the Landlord.","RISKY"
"The Tenant may expect communication without additional fabricated costs.","SAFE"
"Without prejudice to the Landlord’s sovereign rights under this Agreement, the Tenant shall not object to mid-term rent enhancement notices issued verbally, which shall be binding immediately.","RISKY"
"The Tenant may request that any rent revisions be issued in writing and mutually acknowledged.","SAFE"
"The Landlord may require the Tenant to vacate the Premises for a few days each year for unspecified 'private usage', without rent adjustment or compensation.","RISKY"
"The Tenant may request prior scheduling and pro-rated rent adjustments if the Premises cannot be used.","SAFE"
"The Landlord may inspect the Premises through video call at arbitrary hours and treat a missed call as a violation of inspection duty.","RISKY"
"The Tenant may reasonably schedule inspection windows that respect privacy and convenience.","SAFE"
"Without limiting its general rights, the Landlord may bar the Tenant from inviting family members during festival seasons due to crowd management concerns.","RISKY"
"The Tenant may invite family for celebrations within society guidelines.","SAFE"
"The Landlord may impose a ₹300 nightly fee for using ceiling fans past 10 PM for 'energy stabilization'.","RISKY"
"The Tenant may operate fans and essential appliances as per normal residential use.","SAFE"
"The Landlord may treat any informal remark or query by the Tenant as insubordination warranting monetary penalty.","RISKY"
"The Tenant may communicate freely provided conversations remain civil.","SAFE"
"The Landlord may collect biometric data such as fingerprints for 'enhanced security compliance', stored indefinitely without disclosure of usage.","RISKY"
"The Tenant may object to providing unnecessary biometric details and request alternative verification methods.","SAFE"
"Notwithstanding any statutory norms, the Landlord may redirect Tenant’s mail to themselves for 'pre-screening' before handing it over.","RISKY"
"The Tenant may receive personal mail confidentially and without interception.","SAFE"
"The Landlord may suspend access to common areas such as terrace or garden for the Tenant alone if the Landlord believes such access may 'attract attention'.","RISKY"
"The Tenant may use common amenities on equal basis as other residents in accordance with rules.","SAFE"
"The Landlord may impose a ₹4,000 'unit positivity recalibration fee' if the Tenant expresses dissatisfaction with any aspect of the Premises.","RISKY"
"The Tenant may express concerns or dissatisfaction without being charged.","SAFE"
"Without limiting broad interpretative rights vested in the Landlord, any ambiguous term shall automatically adopt the meaning most favorable to the Landlord.","RISKY"
"The Tenant may request clarification of ambiguous terms before signing or complying.","SAFE"
"The Landlord may initiate unannounced 'midnight maintenance checks' claiming safety reasons, entering the Premises between 12–2 AM without prior notice.","RISKY"
"The Tenant may expect non-emergency maintenance only during reasonable hours with prior notice.","SAFE"
"The Landlord may assign all costs for repair of appliances originally supplied by the Landlord, irrespective of whether the appliance is within its functional lifespan.","RISKY"
"The Tenant may request cost-sharing or landlord responsibility for items inherently subject to wear and tear.","SAFE"
"The Landlord may interpret any absence from the Premises longer than 12 hours as abandonment and may access the Premises for 'protective occupancy'.","RISKY"
"The Tenant may request that extended absences be acknowledged without arbitrary assumptions of abandonment.","SAFE"
"The Landlord may require monthly 'cleanliness certification photos' of each room to be submitted within specified windows.","RISKY"
"The Tenant may maintain privacy and decline unnecessary visual reporting unless legally mandated.","SAFE"
"Without limitation to the foregoing, the Landlord may unilaterally modify the Tenant's designated entry route within the building and impose a compliance penalty for any deviation, even if the alternate route is obstructed.","RISKY"
"The Tenant may request reasonable access through standard entry routes unless restricted by lawful authority.","SAFE"
"Notwithstanding any established convention, the Landlord may issue immediate directives concerning interior lighting usage and charge an 'illumination misuse fee' for non-compliance.","RISKY"
"The Tenant may use lights and appliances in accordance with normal residential comfort.","SAFE"
"The Landlord may impose a ₹1,800 'ambient fragrance stabilization charge' for use of cleaning agents or room fresheners not pre-approved by the Landlord.","RISKY"
"The Tenant may choose reasonable cleaning and fragrance products for personal hygiene and upkeep.","SAFE"
"The Landlord may require that the Tenant keep curtains drawn at all times for 'external aesthetic consistency', with violations subject to monetary penalty.","RISKY"
"The Tenant may manage curtains as needed for ventilation, privacy, and sunlight control.","SAFE"
"Without prejudice to interpretative supremacy vested in the Landlord, any photographic evidence presented by the Tenant may be disregarded if considered 'contextually misleading'.","RISKY"
"The Tenant may present photographic evidence to support legitimate concerns such as damage or leakage.","SAFE"
"The Landlord may mandate a 'mid-season decor compliance assessment' during which the Tenant shall rearrange interior elements to align with Landlord’s taste.","RISKY"
"The Tenant may decorate the Premises in a manner consistent with personal comfort, provided no damage occurs.","SAFE"
"Notwithstanding statutory requirements, the Landlord may decline to issue rent receipts for cash payments under ₹10,000 citing administrative inconvenience.","RISKY"
"The Tenant may request receipts for all payments made in cash or electronically for proper documentation.","SAFE"
"The Landlord may undertake late-night audio surveillance immediately outside the Tenant’s door to monitor compliance with noise expectations, without disclosure of dates or times.","RISKY"
"The Tenant may expect privacy in activities conducted within the Premises and adjoining personal areas.","SAFE"
"The Landlord may classify any delay in responding to maintenance queries as 'hostile tenant posture' and levy a ₹1,200 communication discipline penalty.","RISKY"
"The Tenant may respond within reasonable timeframes without fear of penalty.","SAFE"
"The Landlord may reject Tenant-raised repair concerns if such concerns are perceived as argumentative or excessive, and may impose a fee for 'negative communication patterns'.","RISKY"
"The Tenant may raise legitimate repair concerns without emotional or behavioral penalties.","SAFE"
"In the event of societal events declared by the housing committee, the Landlord may require the Tenant to relocate personal belongings from balconies within 2 hours, failing which fines shall apply.","RISKY"
"The Tenant may use balconies reasonably without arbitrary relocation demands.","SAFE"
"The Landlord may charge an extra ₹500 per visitor if the Tenant hosts more than two guests per month, regardless of duration or time of visit.","RISKY"
"The Tenant may host friends or relatives as long as society rules regarding disturbance and crowding are respected.","SAFE"
"The Landlord may enforce a daily noise submission report wherein the Tenant must provide a summary of all noise-generating activities conducted inside the Premises.","RISKY"
"The Tenant may decline to submit unnecessary activity logs that intrude on personal lifestyle.","SAFE"
"Without limitation, the Landlord may reassign Tenant’s mailbox to a different floor without prior notice, and may retain access to existing mail until reassignment is completed.","RISKY"
"The Tenant may request timely handover of personal mail without unnecessary retention.","SAFE"
"The Landlord may obstruct the Tenant's use of common corridors for temporarily placing groceries or items during unloading, imposing a ₹250 convenience obstruction penalty.","RISKY"
"The Tenant may temporarily place household items during unloading as long as pathways remain accessible.","SAFE"
"Notwithstanding statutory tenant protections, the Landlord may impose behavioral performance reviews at renewal time, scoring the Tenant’s 'cooperation, politeness, and compliance' for renewal eligibility.","RISKY"
"The Tenant may expect renewal consideration based on objective terms agreed in the original documentation.","SAFE"
"The Landlord may treat absence from the Premises during religious festivals as suspicious behavior requiring special inspection.","RISKY"
"The Tenant may travel or be away from the Premises during holidays without undue scrutiny.","SAFE"
"The Landlord may require the Tenant to maintain a specific room temperature range between 23–25°C and impose penalties for variance detected through periodic visits.","RISKY"
"The Tenant may adjust temperature as per comfort so long as electrical load limits are not exceeded.","SAFE"
"The Landlord may declare uncleanliness if any item of clothing is dried indoors and may levy a 'humidity disturbance charge'.","RISKY"
"The Tenant may dry clothes indoors when necessary, provided it does not cause damage or excessive humidity.","SAFE"
"Without limiting general rights of enforcement, the Landlord may suspend lift access for the Tenant after 9 PM citing 'unverified safety protocol'.","RISKY"
"The Tenant may reasonably expect lift usage unless restricted by legitimate maintenance or safety issues.","SAFE"
"The Landlord may classify any cooking aroma leaving the kitchen area as a violation of 'culinary containment guidelines' and issue penalties.","RISKY"
"The Tenant may cook meals at reasonable times using standard ventilation.","SAFE"
"The Landlord may require the Tenant to attend telephonic compliance briefings every week, non-attendance of which shall incur fees.","RISKY"
"The Tenant may decline non-essential compliance calls if unrelated to legal or maintenance issues.","SAFE"
"Notwithstanding typical maintenance duties, the Landlord may charge a 'furniture tranquility adjustment fee' if furniture movement produces any sound audible outside.","RISKY"
"The Tenant may reposition furniture reasonably without arbitrary penalties.","SAFE"
"The Landlord may override written communication and instruct the Tenant to accept immediate changes conveyed through chat messages, effective upon sending.","RISKY"
"The Tenant may rely on written, mutually agreed terms as governing provisions.","SAFE"
"The Landlord may impose an 'aesthetic misalignment penalty' if interior decor does not visually suit the Landlord’s personal preferences.","RISKY"
"The Tenant may choose interior decor that does not permanently alter or damage the Premises.","SAFE"
"The Landlord may require the Tenant to share room-by-room photos monthly for 'environmental health assessment', regardless of existing conditions.","RISKY"
"The Tenant may protect personal privacy by withholding intrusive photographic disclosures.","SAFE"
"The Landlord may levy a self-determined fine for 'emotional inconvenience' caused by Tenant queries that the Landlord perceives as repetitive or unnecessary.","RISKY"
"The Tenant may request clarifications about unclear or ambiguous terms without penalty.","SAFE"
"The Landlord may enter the Premises with short verbal notice during any national or regional festival, claiming building-level risk assessment needs.","RISKY"
"The Tenant may request proper written notice for non-emergency entry.","SAFE"
"Without limiting his interpretational supremacy, the Landlord shall deem any decorative article placed by the Tenant within visibility of the main entrance as a violation of 'visual uniformity standards' and impose penalties accordingly.","RISKY"
"The Tenant may decorate interior spaces in ways that do not obstruct pathways or cause structural damage.","SAFE"
"Notwithstanding statutory rights of quiet enjoyment, the Landlord may require the Tenant to keep all windows partially open between 2 PM and 5 PM daily for 'airflow standardization', with non-compliance attracting fines.","RISKY"
"The Tenant may adjust windows based on weather conditions and reasonable comfort.","SAFE"
"The Landlord may require the Tenant to preapprove all personal purchases exceeding ₹2,000 to prevent 'unnecessary load on the Premises'.","RISKY"
"The Tenant may make personal purchases freely without disclosing unrelated private activity.","SAFE"
"The Landlord may insist that the Tenant provide weekly inventory reports of groceries and household goods stored inside the Premises.","RISKY"
"The Tenant may maintain privacy regarding personal usage of groceries and supplies.","SAFE"
"Without prejudice to the Landlord’s discretion, any misalignment of footwear outside the Premises may attract a ₹300 'corridor discipline fine'.","RISKY"
"The Tenant may place footwear neatly outside the door in accordance with society norms.","SAFE"
"The Landlord may, based solely on suspicion, treat any unusual sound or smell as evidence of prohibited activity and enforce sanctions immediately.","RISKY"
"The Tenant may request objective proof before accepting accusations of misconduct.","SAFE"
"The Landlord may mandate that the Tenant respond to calls or texts within 5 minutes at all hours to demonstrate 'responsible tenancy'.","RISKY"
"The Tenant may respond within normal and humane timeframes respecting sleep and work schedules.","SAFE"
"The Landlord may require the Tenant to undertake monthly 'attitude audits' where the Tenant must affirm satisfaction with the Premises.","RISKY"
"The Tenant may provide feedback honestly without being penalized for negative assessments.","SAFE"
"Notwithstanding the absence of damage, the Landlord may impose full-floor repainting charges on the Tenant if ambient light reflection appears altered due to Tenant's furnishings.","RISKY"
"The Tenant may request justification for unusual or scientifically unsupported charges.","SAFE"
"The Landlord may treat any attempt by the Tenant to contact society authorities directly as a material breach warranting immediate penalties.","RISKY"
"The Tenant may communicate with society authorities for safety or essential matters.","SAFE"
"Without limitation, the Landlord may demand a 'tenant reassurance levy' of ₹1,200 monthly to cover the Landlord’s personal comfort in dealing with the Tenant.","RISKY"
"The Tenant may expect that charges relate to real services or expenses, not personal comfort.","SAFE"
"The Landlord may prohibit the Tenant from consuming strongly aromatic foods at any time if such aroma is undesirable to the Landlord.","RISKY"
"The Tenant may cook foods of choice within reasonable norms of ventilation.","SAFE"
"The Landlord may bar all overnight guests irrespective of relationship, including immediate family, citing 'disruption potential'.","RISKY"
"The Tenant may host immediate family for overnight stays within reasonable limits unless society rules prohibit such stays.","SAFE"
"Without prejudice to the foregoing, the Landlord may delete or ignore any written communication from the Tenant that appears 'argumentative' in tone and may treat unresolved issues as violations.","RISKY"
"The Tenant may expect timely responses to repair and safety concerns regardless of tone.","SAFE"
"The Landlord may charge a ₹600 monthly 'psychological stability fee' to maintain positive energy inside the Premises.","RISKY"
"The Tenant may expect that fees be tied to actual maintenance or service provision.","SAFE"
"The Landlord may require advance approval for rearranging electronics and even minor furniture items, citing 'magnetic field calibration'.","RISKY"
"The Tenant may arrange household items normally as long as no damage occurs.","SAFE"
"The Landlord may interpret any floor vibration—however minor—as misconduct and impose corresponding penalties.","RISKY"
"The Tenant may walk and perform daily activities without arbitrary penalties.","SAFE"
"Without limitation, the Landlord may deny the Tenant access to water purifiers or RO systems after 9 PM citing 'equipment cooling hours'.","RISKY"
"The Tenant may use essential appliances at reasonable hours unless a valid safety reason exists.","SAFE"
"The Landlord may unilaterally schedule 'internal harmony checks' wherein the Landlord enters the Premises to assess general ambiance and Tenant conduct.","RISKY"
"The Tenant may expect non-emergency entries only with prior notice and consent.","SAFE"
"The Landlord may classify any squeaking noise from doors or windows as evidence of poor maintenance by the Tenant and impose charges.","RISKY"
"The Tenant may request necessary repairs for fixtures that degrade naturally.","SAFE"
"The Landlord may instruct the Tenant to maintain the Premises at a specified fragrance level, with approved scents only, and penalize deviations.","RISKY"
"The Tenant may choose personal fragrances provided they do not cause significant disturbance.","SAFE"
"Notwithstanding the absence of explicit restrictions, the Landlord may demand that the Tenant refrain from using balconies for any purpose during daylight hours.","RISKY"
"The Tenant may use balconies for safe and reasonable residential activities.","SAFE"
"The Landlord may interpret any disagreement expressed by the Tenant as 'contractual insubordination' and impose a fine of no less than ₹3,000.","RISKY"
"The Tenant may seek clarification or raise concerns without fear of punishment.","SAFE"
"The Landlord may install additional locks on external doors restricting the Tenant’s independent movement after 10 PM without prior consent.","RISKY"
"The Tenant may expect unrestricted access to and from the Premises unless legally restricted.","SAFE"
"The Landlord may classify the Tenant's absence from compulsory apartment meetings as a breach of 'cultural participation duties' and apply fines.","RISKY"
"The Tenant may decline participation in non-essential social gatherings.","SAFE"
"The Landlord may refuse to renew the Agreement unless the Tenant publicly posts positive feedback on a platform chosen by the Landlord.","RISKY"
"The Tenant may expect that renewal discussions remain professional and not contingent on non-contractual acts.","SAFE"
"Without limiting any other right, the Landlord may interpret any decorative lighting used by the Tenant during festivals as a fire risk and impose immediate penalties.","RISKY"
"The Tenant may use safe and commonly accepted decorative lights during festivals within safety norms.","SAFE"
"The Landlord may consider any use of curtains, blinds, or shades differing from the Landlord’s preferred color palette as a uniformity violation attracting charges.","RISKY"
"The Tenant may use reasonable indoor window coverings that do not cause damage or external inconsistency with society rules.","SAFE"
"The Landlord may, without notice, restrict the Tenant from receiving visitors of any age group during weekends citing 'peak congestion hours'.","RISKY"
